Standort,Raum,ap,apmodel,status,Institut,address,category,extra,latlng,geocoding,location
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",R3.079,apa20-3rr,Alcatel-Lucent -> OAW-AP325,2019-08-07 09:59:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","HS R 4.069, 4.OG",apa08-4rr,Alcatel-Lucent -> OAW-AP135,2019-09-09 10:09:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","R3.026, 3.OG, Hessstr., HM",apa16-3rr,Alcatel-Lucent -> OAW-AP135,2019-09-09 15:19:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",R1.015 BÃ¼ro,apa15-1rr,Alcatel-Lucent -> OAW-AP303h,2019-08-21 10:20:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","Sem. Raum R 1.098, 1.OG, Hessstr., HM",apa25-1rr,Alcatel-Lucent -> OAW-AP135,2019-08-07 09:55:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","Eingangshalle EG, Loth-/Hess-Str., HM",apa04-0rr,Alcatel-Lucent -> OAW-AP135,2019-09-09 15:19:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",R2.012,apa11-2rr,Alcatel-Lucent -> OAW-AP325,2019-08-21 10:25:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","0.058, EG, Hessstr., HM",apa20-0rr,Alcatel-Lucent -> OAW-AP325,2019-08-21 09:49:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",R.1.004 Hoersaal,apa30-1rr,Alcatel-Lucent -> OAW-AP325,2019-08-07 09:59:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","Sem.Raum R3.001, 3.OG, HM HeÃstr.",apa01-3rr,Alcatel-Lucent -> OAW-AP135,2019-08-07 09:55:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","R0.119, EG, Bau R, Hesstr. 89, HM",apa12-0rr,Alcatel-Lucent -> OAW-AP135,2019-08-07 09:59:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","0.055, EG, Hessstr,. HM",apa18-0rr,Alcatel-Lucent -> OAW-AP325,2019-09-09 15:19:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","R.5.024, 5.OG, Hessstr., HM",apa02-5rr,Alcatel-Lucent -> OAW-AP303h,2019-08-21 09:49:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","Sem.Raum R4.079, 4.OG, HM HeÃstr.",apa06-4rr,Alcatel-Lucent -> OAW-AP135,2019-09-09 15:19:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",Sem.Raum R0.094,apa13-0rr,Alcatel-Lucent -> OAW-AP135,2019-11-14 06:49:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","HM Hessstr., 4.OG, Raum 4.081",apa01-4rr,Alcatel-Lucent -> OAW-AP325,2019-08-07 09:55:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","R2.010, 2.OG, Hessstr.",apa15-2rr,Alcatel-Lucent -> OAW-AP135,2019-08-21 09:49:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",HS R4.066,apa10-4rr,Alcatel-Lucent -> OAW-AP325,2019-08-07 09:59:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","Sem.Raum 2.063, 2.OG, HeÃstr., HM",apa08-2rr,Alcatel-Lucent -> OAW-AP325,2019-08-07 09:59:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","Sem. Raum R0.003, EG, HeÃstr., HM",apa05-0rr,Alcatel-Lucent -> OAW-AP135,2019-08-07 09:59:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",Sem. Raum R.0.119,apa15-0rr,Alcatel-Lucent -> OAW-AP325,2019-08-07 09:55:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",R 1.006,apa29-1rr,Alcatel-Lucent -> OAW-AP325,2019-10-15 21:39:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","HM, Hessstr., 1. OG, R-1.049",apa19-1rr,Alcatel-Lucent -> OAW-AP325,2019-08-21 10:09:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","R1.113, 1.OG, Bau R, Hessstr., HM",apa13-1rr,Alcatel-Lucent -> OAW-AP325,2019-10-15 21:39:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",R1.009,apa20-1rr,Alcatel-Lucent -> OAW-AP325,2019-08-21 09:49:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","Sem.Raum R2.001, 2.OG, HM HeÃstr.",apa01-2rr,Alcatel-Lucent -> OAW-AP135,2019-08-07 09:59:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","HM Hesstr., 3.OG, Raum R3.010",apa02-3rr,Alcatel-Lucent -> OAW-AP135,2019-08-07 09:55:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","Mensa EG, Loth-/Hess-Str., HM",apa02-0rr,Alcatel-Lucent -> OAW-AP135,2019-09-09 10:09:00,HM,"Hessstrasse 89, 80335 München",restaurant,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",Halle Planquadrat M15,apa32-0rr,Alcatel-Lucent -> OAW-AP325,2019-10-15 21:39:00,HM,"Hessstrasse 89, 80335 München",hall,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","Sem.Raum BG.016, HeÃstr., HM",apa07-krr,Alcatel-Lucent -> OAW-AP135,2019-08-21 10:20:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","Sem. Raum R0.004, EG",apa06-0rr,Alcatel-Lucent -> OAW-AP135,2019-08-07 09:59:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",R3.087,apa10-3rr,Alcatel-Lucent -> OAW-AP325,2019-08-21 03:19:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",Halle Planquadrat K31,apa33-0rr,Alcatel-Lucent -> OAW-AP325,2019-10-15 21:39:00,HM,"Hessstrasse 89, 80335 München",hall,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",Sem.Raum BG084,apa01-krr,Alcatel-Lucent -> OAW-AP325,2019-10-15 21:39:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",Sem.Raum R1.048,apa05-1rr,Alcatel-Lucent -> OAW-AP325,2019-10-31 16:19:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",R.4.031,apa16-4rr,Alcatel-Lucent -> OAW-AP325,2019-08-21 09:49:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","Sem.Raum R2.092, 2.OG, HM HeÃstr.",apa05-2rr,Alcatel-Lucent -> OAW-AP135,2019-10-08 17:00:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","Sem. Raum R0.100, EG, HM HeÃstr.",apa08-0rr,Alcatel-Lucent -> OAW-AP135,2019-09-09 15:19:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","R0.011, EG, Hesstr. HM",apa10-0rr,Alcatel-Lucent -> OAW-AP135,2019-08-28 15:49:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",R2.080,apa13-2rr,Alcatel-Lucent -> OAW-AP325,2019-08-21 10:09:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",R1.046a,apa01-1rr,Alcatel-Lucent -> OAW-AP325,2019-08-07 09:59:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","Sem.Raum R2.090, 2.OG, HeÃstr., HM",apa10-2rr,Alcatel-Lucent -> OAW-AP135,2019-09-06 17:19:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","R.1.048, Galerie vor Raum PQ K22",apa32-1rr,Alcatel-Lucent -> OAW-AP325,2019-10-31 16:19:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","Eingangshalle Treppe D, Lothstr. 64, EG, HM",apa11-0rr,Alcatel-Lucent -> OAW-AP135,2019-09-06 18:49:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",R3.090,apa11-3rr,Alcatel-Lucent -> OAW-AP325,2019-08-21 10:09:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",R5.003,apa04-5rr,Alcatel-Lucent -> OAW-AP303h,2019-08-07 09:55:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","0.056, EG, Hessstr., HM",apa19-0rr,Alcatel-Lucent -> OAW-AP325,2019-08-21 09:49:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","Sem.Raum R4.076, 4.OG, HM HeÃstr.",apa05-4rr,Alcatel-Lucent -> OAW-AP135,2019-09-09 10:19:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","HM, Hessstr., 1. OG, R-1.046",apa18-1rr,Alcatel-Lucent -> OAW-AP325,2019-08-07 09:59:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","Sem. Raum R 1.090, 1.OG, Hessstr., HM",apa23-1rr,Alcatel-Lucent -> OAW-AP135,2019-08-07 09:59:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","HS R 1.002, 1.OG",apa26-1rr,Alcatel-Lucent -> OAW-AP135,2019-09-09 10:09:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","R1.071, 1.OG, Hessstr., Hochschule MÃ¼nchen",apa16-1rr,Alcatel-Lucent -> OAW-AP325,2019-09-06 19:09:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",R.0.052 Robotiklabor,apa25-0rr,Alcatel-Lucent -> OAW-AP135,2019-09-09 15:19:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",BG.008,apa08-krr,Alcatel-Lucent -> OAW-AP135,2019-09-09 15:15:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","Sem.Raum R3.069, 3.OG, HM HeÃstr.",apa07-3rr,Alcatel-Lucent -> OAW-AP135,2019-09-06 16:00:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","HM HeÃstr., EG, Raum R0.026",apa09-0rr,Alcatel-Lucent -> OAW-AP325,2019-08-21 09:49:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",R5.015,apa03-5rr,Alcatel-Lucent -> OAW-AP325,2019-08-07 09:59:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","Sem.Raum R3.096, 3.OG, HM HeÃstr.",apa08-3rr,Alcatel-Lucent -> OAW-AP135,2019-11-14 06:49:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","R3.019, 3.OG, Hessstr., HM",apa15-3rr,Alcatel-Lucent -> OAW-AP135,2019-08-21 09:49:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","HM, HeÃstr., 3.OG, Raum R3.018",apa04-3rr,Alcatel-Lucent -> OAW-AP325,2019-08-21 10:25:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","Sem.Raum R1.005, 1.OG, HM HeÃstr.",apa04-1rr,Alcatel-Lucent -> OAW-AP135,2019-08-07 09:59:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",R4.049,apa12-4rr,Alcatel-Lucent -> OAW-AP325,2019-08-07 09:59:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",R.3.098,apa17-3rr,Alcatel-Lucent -> OAW-AP135,2019-08-19 08:59:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",R 0.016,apa28-0rr,Alcatel-Lucent -> OAW-AP325,2019-10-15 21:30:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",R0.006,apa16-0rr,Alcatel-Lucent -> OAW-AP325,2019-08-21 10:29:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","HM HeÃstr., 1.OG, Raum R1.023",apa07-1rr,Alcatel-Lucent -> OAW-AP325,2019-09-06 18:09:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",R.4.034,apa17-4rr,Alcatel-Lucent -> OAW-AP325,2019-08-21 09:49:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",R2.060,apa20-2rr,Alcatel-Lucent -> OAW-AP325,2019-08-07 09:55:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","Hoersaal R1.007, 1.OG, Hessstr., HM",apa22-1rr,Alcatel-Lucent -> OAW-AP135,2019-08-21 09:49:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",Sem.Raum R1.089,apa06-1rr,Alcatel-Lucent -> OAW-AP135,2019-08-07 09:55:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","HM Hessstr. , 4.OG, Raum R4.082",apa02-4rr,Alcatel-Lucent -> OAW-AP325,2019-08-07 09:55:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",R2.078,apa12-2rr,Alcatel-Lucent -> OAW-AP325,2019-08-07 09:55:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","Sem.Raum R2.003, 2.OG, HM HeÃstr.",apa02-2rr,Alcatel-Lucent -> OAW-AP215,2019-10-15 21:30:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",R0.009,apa14-0rr,Alcatel-Lucent -> OAW-AP325,2019-08-21 13:19:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München",R 3.007 Besprechung,apa21-3rr,Alcatel-Lucent -> OAW-AP325,2019-10-15 21:39:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"HM, Gebäude R1, R2, R3Hessstrasse 89 / Lothstr. 6480335 München","Sem.Raum R.0.053, EG, HM HeÃstr.",apa07-0rr,Alcatel-Lucent -> OAW-AP135,2019-09-09 15:19:00,HM,"Hessstrasse 89, 80335 München",office,-,"(-,-)","(48.15398, 11.55769)","(48.15398, 11.55769)"
"LMU, Neubau Bauabschnitt 1, Biologie II, MartinsriedGrosshaderner Str. 282152 Planegg-Martinsried",B01.063,apa05-1il,Alcatel-Lucent -> OAW-AP325,2019-10-16 13:56:00,LMU,"Martinsried Grosshaderner Str. 2, 82152 Planegg-Martinsried",office,-,"(-,-)","(48.10902, 11.45866)","(48.10902, 11.45866)"
"LMU, Neubau Bauabschnitt 1, Biologie II, MartinsriedGrosshaderner Str. 282152 Planegg-Martinsried",D03.035,apa08-3il,Alcatel-Lucent -> OAW-AP325,2019-10-16 13:56:00,LMU,"Martinsried Grosshaderner Str. 2, 82152 Planegg-Martinsried",office,-,"(-,-)","(48.10902, 11.45866)","(48.10902, 11.45866)"
"LMU, Neubau Bauabschnitt 1, Biologie II, MartinsriedGrosshaderner Str. 282152 Planegg-Martinsried",CU1.001,apa01-kil,Alcatel-Lucent -> OAW-AP325,2019-10-16 13:59:00,LMU,"Martinsried Grosshaderner Str. 2, 82152 Planegg-Martinsried",office,-,"(-,-)","(48.10902, 11.45866)","(48.10902, 11.45866)"
"LMU, Neubau Bauabschnitt 1, Biologie II, MartinsriedGrosshaderner Str. 282152 Planegg-Martinsried",C00.031,apa12-0il,Alcatel-Lucent -> OAW-AP325,2019-10-16 13:56:00,LMU,"Martinsried Grosshaderner Str. 2, 82152 Planegg-Martinsried",office,-,"(-,-)","(48.10902, 11.45866)","(48.10902, 11.45866)"
"LMU, Neubau Bauabschnitt 1, Biologie II, MartinsriedGrosshaderner Str. 282152 Planegg-Martinsried",C02.045,apa07-2il,Alcatel-Lucent -> OAW-AP325,2019-10-16 13:56:00,LMU,"Martinsried Grosshaderner Str. 2, 82152 Planegg-Martinsried",office,-,"(-,-)","(48.10902, 11.45866)","(48.10902, 11.45866)"
"LMU, Neubau Bauabschnitt 1, Biologie II, MartinsriedGrosshaderner Str. 282152 Planegg-Martinsried",HS B00.019,apa15-0il,Alcatel-Lucent -> OAW-AP325,2019-10-16 13:59:00,LMU,"Martinsried Grosshaderner Str. 2, 82152 Planegg-Martinsried",office,-,"(-,-)","(48.10902, 11.45866)","(48.10902, 11.45866)"
"LMU, Neubau Bauabschnitt 1, Biologie II, MartinsriedGrosshaderner Str. 282152 Planegg-Martinsried",B01.015,apa02-1il,Alcatel-Lucent -> OAW-AP325,2019-10-16 13:56:00,LMU,"Martinsried Grosshaderner Str. 2, 82152 Planegg-Martinsried",office,-,"(-,-)","(48.10902, 11.45866)","(48.10902, 11.45866)"
"LMU, Neubau Bauabschnitt 1, Biologie II, MartinsriedGrosshaderner Str. 282152 Planegg-Martinsried",C00.025,apa11-0il,Alcatel-Lucent -> OAW-AP325,2019-10-16 13:56:00,LMU,"Martinsried Grosshaderner Str. 2, 82152 Planegg-Martinsried",office,-,"(-,-)","(48.10902, 11.45866)","(48.10902, 11.45866)"
"LMU, Neubau Bauabschnitt 1, Biologie II, MartinsriedGrosshaderner Str. 282152 Planegg-Martinsried",D02.005,apa08-2il,Alcatel-Lucent -> OAW-AP325,2019-10-16 13:56:00,LMU,"Martinsried Grosshaderner Str. 2, 82152 Planegg-Martinsried",office,-,"(-,-)","(48.10902, 11.45866)","(48.10902, 11.45866)"
"LMU, Neubau Bauabschnitt 1, Biologie II, MartinsriedGrosshaderner Str. 282152 Planegg-Martinsried",B02.056,apa05-2il,Alcatel-Lucent -> OAW-AP325,2019-10-16 13:56:00,LMU,"Martinsried Grosshaderner Str. 2, 82152 Planegg-Martinsried",office,-,"(-,-)","(48.10902, 11.45866)","(48.10902, 11.45866)"
"LMU, Neubau Bauabschnitt 1, Biologie II, MartinsriedGrosshaderner Str. 282152 Planegg-Martinsried",B02.003,apa04-2il,Alcatel-Lucent -> OAW-AP325,2019-10-16 13:56:00,LMU,"Martinsried Grosshaderner Str. 2, 82152 Planegg-Martinsried",office,-,"(-,-)","(48.10902, 11.45866)","(48.10902, 11.45866)"
